rno	dno	rating	text
598	1064	5	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
599	539	4	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
600	4307	4	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
601	4710	2	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
602	608	4	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
603	2823	2	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
604	4816	3	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
605	3545	4	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
606	1018	4	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
607	1349	3	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
608	2835	5	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
609	2327	5	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
610	1609	5	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
611	2249	2	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
612	4371	2	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
613	4849	5	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
614	1403	5	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
615	2766	5	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
616	338	5	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
617	666	1	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
618	2169	5	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
619	3413	5	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
620	4080	5	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
621	2373	5	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
622	3957	3	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
623	2437	4	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
624	1295	4	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
625	3805	3	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
626	1177	4	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
627	2830	5	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
628	3036	4	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
629	2615	3	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
630	2192	4	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
631	794	2	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
632	3426	3	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
633	2683	5	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
634	1556	5	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
635	4217	4	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
636	4075	1	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
637	4141	4	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
638	1763	4	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
639	415	3	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
640	3856	3	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
641	881	4	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
642	2997	5	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
643	371	4	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
644	4603	3	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
645	2365	2	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
646	3690	5	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
647	974	2	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
648	3227	4	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
649	4570	5	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
650	1631	5	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
651	4097	1	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
652	1123	5	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
653	4255	4	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
654	4224	3	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
655	2610	3	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
656	2452	4	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
657	4176	4	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
658	2456	4	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
659	3018	4	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
660	3413	4	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
661	4890	4	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
662	4732	3	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
663	4781	4	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
664	3115	3	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
665	259	4	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
666	1563	1	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
667	3431	3	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
668	3362	4	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
669	3864	5	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
670	1132	4	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
671	2663	5	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
672	4305	4	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
673	3766	5	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
674	4476	4	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
675	4998	4	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
676	2286	4	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
677	2439	5	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
678	4006	4	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
679	4592	5	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
680	2358	2	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
681	3111	5	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
682	2828	5	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
683	2380	1	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
684	2838	5	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
685	3925	3	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
686	2222	5	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
687	1125	2	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
688	1961	3	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
689	1849	5	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
690	821	4	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
691	824	5	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
692	43	5	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
693	3334	5	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
694	3912	5	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
695	2632	3	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
696	733	5	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
697	4384	5	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
698	1435	4	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
699	298	5	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
700	4059	3	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
701	307	1	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
702	4938	2	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
703	2332	4	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
704	4296	4	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
705	4131	4	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
706	923	4	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
707	2108	5	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
708	2762	5	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
709	1583	3	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
710	3504	4	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
711	3284	5	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
712	1152	4	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
713	56	3	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
714	3660	5	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
715	2474	4	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
716	94	3	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
717	1936	2	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
718	3813	4	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
719	4117	5	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
720	962	5	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
721	3011	5	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
722	1095	4	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
723	4963	4	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
724	3858	5	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
725	2028	5	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
726	671	4	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
727	2964	2	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
728	920	2	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
729	4141	3	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
730	1228	3	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
731	3620	2	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
732	4778	4	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
733	3650	5	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
734	1081	4	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
735	4620	2	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
736	2525	5	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
737	2085	5	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
738	4738	2	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
739	2823	5	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
740	494	5	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
741	3868	1	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
742	1475	5	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
743	3068	5	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
744	3675	5	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
745	3078	2	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
746	1090	5	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
747	972	3	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
748	3220	4	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
749	29	5	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
750	3793	5	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
751	3475	4	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
752	2028	4	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
753	2259	3	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
754	264	5	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
755	129	3	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
756	827	4	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
757	4898	5	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
758	2005	5	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
759	3596	3	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
760	463	3	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
761	1919	5	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
762	2613	4	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
763	1941	4	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
764	4271	3	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
765	2255	2	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
766	1435	5	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
767	4554	4	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
768	3123	5	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
769	3411	4	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
770	3084	3	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
771	3880	3	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
772	2464	5	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
773	3794	5	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
774	3381	5	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
775	4342	3	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
776	2089	3	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
777	3685	5	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
778	4388	5	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
779	423	3	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
780	4940	1	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
781	1542	5	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
782	4579	3	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
783	2728	4	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
784	1736	5	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
785	3924	5	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
786	1676	4	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
787	4523	4	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
788	3119	4	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
789	2527	3	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
790	4074	4	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
791	2624	5	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
792	2564	4	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
793	1813	5	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
794	2137	4	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
795	4745	5	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
796	1249	3	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
797	3112	4	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
798	4091	4	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
799	2109	5	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
800	4019	4	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
801	1387	3	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
802	4001	3	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
803	482	4	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
804	398	5	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
805	1127	5	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
806	557	5	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
807	1792	4	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
808	496	5	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
809	3959	5	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
810	55	4	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
811	98	1	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
812	4389	5	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
813	4115	5	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
814	1469	2	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
815	4296	3	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
816	4313	3	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
817	2190	5	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
818	3057	5	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
819	4629	3	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
820	2458	5	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
821	260	2	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
822	3090	4	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
823	78	5	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
824	4095	5	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
825	4636	5	포장이 꼼꼼하게 되어 있어서 안심됐습니다. 물건 상태도 매우 좋네요.
826	4327	5	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
827	1732	5	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
828	3896	3	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
829	2297	5	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
830	270	3	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
831	129	5	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
832	1182	5	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
833	631	3	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
834	1970	4	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
835	4429	4	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
836	643	4	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
837	440	2	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
838	623	4	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
839	4880	4	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
840	243	5	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
841	4020	3	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
842	3076	4	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
843	3114	2	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
844	2420	5	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
845	673	3	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
846	1264	5	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
847	2955	2	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
848	2526	4	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
849	838	3	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
850	3531	4	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
851	4198	4	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
852	735	4	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
853	4891	4	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
854	3156	1	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
855	3177	5	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
856	1989	4	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
857	3119	3	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
858	2467	3	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
859	519	3	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
860	3450	3	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
861	2959	3	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
862	4062	4	배송 조회가 잘 되어 현재 위치를 확인하기 편했습니다. 전체적으로 만족합니다.
863	3751	2	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
864	56	5	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
865	3113	5	배송 속도와 상품 상태 모두 만족스럽습니다. 재구매 의사 있습니다.
866	3607	4	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
867	1116	4	상품이 흔들리지 않게 포장되어 있어 믿음이 갔습니다.
868	1646	4	배송 과정에서 박스가 조금 찌그러져 있었지만 내부 상품은 괜찮았습니다.
869	3263	5	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
870	4023	5	기사님 응대가 친절했고 문 앞까지 안전하게 배송해주셔서 좋았습니다.
871	2670	4	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
872	2991	2	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
873	1637	4	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
874	1474	5	깔끔하게 포장되어 도착했고 배송 시간도 정확했습니다.
875	221	5	박스가 훼손되어 와서 조금 아쉬웠지만 제품에는 문제 없었습니다.
876	1718	4	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
877	567	5	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
878	4091	3	포장이 너무 약해서 조금 실망했습니다. 다음에는 보완되면 좋겠어요.
879	1983	3	새벽배송이라 그런지 정말 빠르게 도착했습니다. 신선식품 상태도 만족합니다.
880	3467	5	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
881	3679	5	전반적으로 만족스러운 배송 서비스였습니다. 기사님도 친절했어요.
882	4770	4	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
883	3427	4	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
884	4399	4	상품은 잘 도착했지만 배송이 하루 정도 늦어서 조금 아쉬웠습니다.
885	896	5	정확한 시간에 배송이 와서 좋았습니다. 전체적으로 무난한 서비스였습니다.
886	1363	5	기사님이 친절하게 안내해주셨고 시간도 정확했습니다. 다음에도 이용할 생각입니다.
887	4614	5	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
888	2717	5	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
889	868	1	생각보다 배송 기간이 길었지만 제품 상태는 좋아서 만족합니다.
890	1819	4	배송이 늦어 불편했지만 고객센터 응대는 괜찮았습니다.
891	4572	4	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
892	1811	4	제품이 안전하게 도착했고 배송 알림도 잘 와서 편리했습니다.
893	3794	5	생각보다 배송 품질이 좋아 만족합니다. 다음에도 이용할 예정입니다.
894	4100	3	배송이 예상보다 훨씬 빨라서 만족합니다. 포장 상태도 깔끔했고 제품 손상 없이 잘 도착했어요.
895	3955	2	빠른 배송 덕분에 급하게 필요했던 물건을 제때 받을 수 있었습니다.
