s_no,tick,change_pct,volume
11,1282,0.149,3698
11,1283,-0.199,4186
11,1284,-0.683,4128
11,1285,-0.491,3913
11,1286,-0.024,3557
11,1287,-0.231,3560
11,1288,0.229,3951
11,1289,0.363,3830
11,1290,-0.131,3507
11,1291,-0.253,3784
11,1292,0.760,3785
11,1293,0.240,3413
11,1294,0.275,3805
11,1295,-0.087,3967
11,1296,-0.529,4496
11,1297,-0.163,3698
11,1298,0.237,4261
11,1299,0.329,3871
11,1300,-0.022,3329
11,1301,-0.013,3275
11,1302,-0.251,4272
11,1303,0.932,4269
11,1304,0.640,4018
11,1305,0.090,4115
11,1306,-0.832,3967
11,1307,-0.049,3477
11,1308,-0.488,4201
11,1309,0.235,3358
11,1310,-0.399,4317
11,1311,-0.221,3274
11,1312,-0.450,4387
11,1313,0.247,4245
11,1314,-0.559,4491
11,1315,-0.626,3633
11,1316,-0.211,4265
11,1317,-0.298,3372
11,1318,0.099,3723
11,1319,-0.450,4137
11,1320,-0.406,3961
11,1321,0.331,4282
11,1322,-0.259,3294
11,1323,0.063,3420
11,1324,-0.479,3638
11,1325,-0.507,3857
11,1326,-0.822,4396
11,1327,-0.365,4405
11,1328,-0.274,3951
11,1329,-0.009,3166
11,1330,-0.496,4397
11,1331,-0.043,4022
11,1332,-0.261,3945
11,1333,0.253,3973
11,1334,-0.097,3447
11,1335,-0.251,4052
11,1336,0.588,4206
11,1337,0.103,3476
11,1338,-0.505,4487
11,1339,0.922,4007
11,1340,0.009,3564
11,1341,0.279,4210
11,1342,-0.519,3974
11,1343,0.222,4235
11,1344,-0.122,4126
11,1345,0.060,3282
11,1346,0.308,3727
11,1347,0.074,4069
11,1348,-0.374,3990
11,1349,-0.708,3972
11,1350,-0.301,3528
11,1351,-0.340,4076
11,1352,-0.242,4115
11,1353,-0.286,3412
11,1354,0.538,3628
11,1355,0.049,3717
11,1356,-0.001,3398
11,1357,-0.497,3909
11,1358,-0.595,3855
11,1359,-0.402,3913
11,1360,-0.114,3667
11,1361,0.714,4369
11,1362,-0.829,4334
11,1363,0.028,4056
11,1364,0.977,4275
11,1365,0.116,3266
11,1366,-0.316,4040
11,1367,-0.496,3558
11,1368,-0.577,3987
11,1369,0.502,4147
11,1370,0.476,4088
11,1371,-0.114,4126
11,1372,0.008,3900
11,1373,-0.377,4179
11,1374,-0.244,3379
11,1375,-0.315,4355
11,1376,-0.379,4018
11,1377,0.227,3735
11,1378,-0.046,3114
11,1379,-0.378,4273
11,1380,0.024,3510
11,1381,0.164,4212
11,1382,0.121,4139
11,1383,-0.845,4259
11,1384,0.384,4266
11,1385,0.075,3630
11,1386,-0.260,3902
11,1387,0.247,3885
11,1388,0.668,4033
11,1389,-0.607,3651
11,1390,-0.587,3978
11,1391,-0.410,4447
11,1392,-0.431,3877
11,1393,0.236,4133
11,1394,0.615,4254
11,1395,-0.542,4012
11,1396,0.644,4148
11,1397,-0.294,3866
11,1398,0.121,3463
11,1399,0.124,4011
11,1400,0.756,3804
11,1401,-0.743,4123
11,1402,0.039,3625
11,1403,0.141,3289
11,1404,0.012,3552
11,1405,-0.868,3887
11,1406,0.092,3926
11,1407,0.072,3938
11,1408,-0.083,3772
11,1409,0.190,4190
11,1410,-0.596,4109
11,1411,0.133,3930
11,1412,-0.444,3941
11,1413,0.642,4061
11,1414,0.410,4244
11,1415,0.320,3569
11,1416,0.505,4320
11,1417,-0.187,4092
11,1418,0.385,4037
11,1419,0.441,4349
11,1420,-0.902,4691
11,1421,-0.013,3456
11,1422,0.004,3732
11,1423,0.190,3319
11,1424,-0.518,3797
11,1425,-0.018,3822
11,1426,-0.119,3925
11,1427,0.078,4047
11,1428,-0.764,4127
11,1429,-0.183,3772
11,1430,-0.295,3972
11,1431,-0.519,4394
11,1432,0.108,4020
11,1433,0.366,4021
11,1434,0.002,3719
11,1435,0.419,3460
11,1436,-1.219,5135
11,1437,-0.290,3675
11,1438,-0.369,4031
11,1439,0.005,3195
11,1440,-0.568,3736
12,1,-0.154,2291
12,2,0.524,2473
12,3,-0.294,2610
12,4,-0.098,2453
12,5,-0.408,2119
12,6,-0.476,2243
12,7,-0.398,2564
12,8,0.767,2918
12,9,0.305,2569
12,10,0.097,2502
12,11,-0.270,2049
12,12,0.299,2123
12,13,0.456,2385
12,14,0.183,2132
12,15,-0.195,2398
12,16,0.246,2413
12,17,0.198,2430
12,18,0.513,2384
12,19,-0.522,2381
12,20,0.726,2875
12,21,0.110,2278
12,22,-0.499,2368
12,23,-0.472,2387
12,24,0.313,2526
12,25,-0.114,2272
12,26,0.186,2144
12,27,-0.525,2497
12,28,0.113,2310
12,29,0.352,2109
12,30,-0.568,2562
12,31,0.646,2533
12,32,0.068,2489
12,33,0.389,2368
12,34,-0.337,2657
12,35,0.432,2259
12,36,0.354,2600
12,37,-0.419,2382
12,38,0.268,2501
12,39,-0.659,2280
12,40,-0.181,2511
12,41,0.500,2729
12,42,0.450,2676
12,43,0.261,2586
12,44,0.304,2414
12,45,0.201,2475
12,46,-0.647,2497
12,47,0.586,2284
12,48,0.477,2574
12,49,-0.100,2546
12,50,-0.099,2225
12,51,0.031,2342
12,52,0.152,2054
12,53,-0.376,2649
12,54,-0.030,2296
12,55,-0.124,2167
12,56,0.105,1946
12,57,0.034,2089
12,58,0.213,2246
12,59,-0.187,2040
12,60,0.072,2525
12,61,-0.966,3022
12,62,0.223,2090
12,63,0.345,2548
12,64,0.515,2672
12,65,0.299,2569
12,66,0.218,2472
12,67,0.169,2395
12,68,-0.266,2559
12,69,-0.318,2245
12,70,0.459,2394
12,71,0.148,2285
12,72,-0.708,2506
12,73,0.192,2108
12,74,-0.135,2384
12,75,-0.265,2219
12,76,0.307,2358
12,77,0.229,2065
12,78,0.595,2642
12,79,0.260,2207
12,80,0.617,2288
12,81,-0.278,2589
12,82,0.112,2289
12,83,-0.561,2488
12,84,-0.330,2562
12,85,0.873,2639
12,86,-0.217,2017
12,87,-0.158,2205
12,88,-0.039,2053
12,89,0.084,2147
12,90,0.655,2363
12,91,-0.030,2356
12,92,0.051,2393
12,93,0.224,2158
12,94,0.672,2556
12,95,-0.252,2052
12,96,-0.461,2743
12,97,0.472,2592
12,98,0.198,2170
12,99,0.506,2261
12,100,-0.271,2474
12,101,-0.126,2447
12,102,0.423,2188
12,103,0.008,2094
12,104,-0.721,2646
12,105,0.243,2612
12,106,0.621,2580
12,107,0.041,2063
12,108,-0.072,2071
12,109,-0.339,2241
12,110,-0.558,2378
12,111,0.055,2173
12,112,0.493,2465
12,113,0.195,2454
12,114,0.172,2106
12,115,-0.389,2685
12,116,0.131,2250
12,117,0.087,2071
12,118,-0.377,2359
12,119,0.195,2500
12,120,-0.161,2129
12,121,0.174,2280
12,122,-0.301,2332
12,123,0.601,2683
12,124,0.315,2194
12,125,0.006,1936
12,126,-0.077,2041
12,127,0.510,2349
12,128,-0.386,2382
12,129,-0.615,2635
12,130,0.020,2044
12,131,0.162,2579
12,132,0.520,2374
12,133,-0.734,2891
12,134,0.107,2237
12,135,1.237,2943
12,136,0.261,2506
12,137,-0.057,2430
12,138,0.094,2422
12,139,0.498,2682
12,140,0.619,2570
12,141,0.530,2698
12,142,0.446,2685
12,143,-0.320,2416
12,144,-0.296,2055
12,145,0.847,2673
12,146,-0.079,2277
12,147,0.320,2322
12,148,0.020,2155
12,149,0.030,1994
12,150,0.518,2460
12,151,-0.178,2489
12,152,-0.181,2304
12,153,0.221,2102
12,154,0.083,2377
12,155,0.464,2537
12,156,-0.222,2124
12,157,-0.154,2533
12,158,0.470,2312
12,159,0.062,2268
12,160,-0.397,2397
12,161,0.015,2237
12,162,-0.213,2392
12,163,-0.462,2601
12,164,-0.030,1983
12,165,0.007,2205
12,166,-0.009,2255
12,167,0.111,2229
12,168,0.071,2427
12,169,0.402,2425
12,170,-0.182,1999
12,171,-0.540,2783
12,172,0.286,2318
12,173,0.367,2687
12,174,0.545,2722
12,175,0.360,2435
12,176,0.257,2054
12,177,-0.238,2187
12,178,0.228,2172
12,179,0.225,2317
12,180,-0.564,2358
12,181,0.487,2660
12,182,0.024,2099
12,183,0.609,2497
12,184,0.996,2500
12,185,0.423,2304
12,186,0.560,2543
12,187,0.428,2600
12,188,-0.336,2201
12,189,0.154,2022
12,190,-0.098,2206
12,191,0.474,2341
12,192,-0.126,2241
12,193,-0.202,2413
12,194,0.071,2244
12,195,0.224,2221
12,196,-0.110,1977
12,197,0.291,2429
12,198,-0.160,2338
12,199,-0.228,2070
12,200,0.087,2492
12,201,0.558,2462
12,202,-0.791,2334
12,203,0.075,2255
12,204,-0.215,2535
12,205,-0.049,2249
12,206,0.002,1896
12,207,0.246,2049
12,208,0.120,1966
12,209,0.678,2810
12,210,-0.121,1977
12,211,0.304,2334
12,212,0.525,2555
12,213,-0.261,2250
12,214,0.436,2155
12,215,0.458,2723
12,216,-0.313,2517
12,217,-0.020,2252
12,218,-0.057,2374
12,219,-0.149,2174
12,220,-0.070,1938
12,221,0.112,1943
12,222,-0.589,2382
12,223,0.979,2536
12,224,-0.082,2467
12,225,-0.086,2084
12,226,-0.180,2243
12,227,-0.185,2547
12,228,-0.116,2106
12,229,0.390,2360
12,230,-0.774,2519
12,231,-0.322,2582
12,232,-0.879,2796
12,233,-0.125,2123
12,234,-0.469,2509
12,235,0.177,2047
12,236,0.278,2308
12,237,-0.373,2495
12,238,0.290,2326
12,239,0.277,2338
12,240,-0.498,2369
12,241,-0.246,2047
12,242,-0.661,2327
12,243,0.248,2035
12,244,-0.486,2712
12,245,0.051,2008
12,246,0.225,2114
12,247,0.215,2455
12,248,-0.151,2518
12,249,0.150,2370
12,250,0.421,2554
12,251,1.032,2567
12,252,0.226,2510
12,253,0.222,2303
12,254,0.225,2025
12,255,-0.221,2482
12,256,0.825,2892
12,257,0.300,2205
12,258,0.269,2306
12,259,-0.797,2417
12,260,0.072,2525
12,261,-0.364,2487
12,262,-0.538,2497
12,263,-0.074,2024
12,264,0.124,2546
12,265,0.268,2282
12,266,-0.128,2333
12,267,0.007,2021
12,268,0.151,2363
12,269,0.221,2079
12,270,0.389,2393
12,271,0.572,2485
12,272,-0.127,2047
12,273,0.400,2265
12,274,0.293,2151
12,275,0.034,2250
12,276,0.172,2560
12,277,-0.261,2041
12,278,0.231,2437
12,279,0.200,2362
12,280,-0.453,2312
12,281,-0.081,2180
12,282,-0.228,2568
12,283,-0.632,2833
12,284,0.130,2029
12,285,0.442,2343
12,286,0.454,2381
12,287,-0.208,2607
12,288,0.363,2152
12,289,0.013,2053
12,290,0.243,2304
12,291,-0.272,2085
12,292,0.172,2431
12,293,0.053,2341
12,294,0.759,2383
12,295,0.872,2820
12,296,-0.521,2769
12,297,-0.032,2028
12,298,-0.030,2240
12,299,0.385,2556
12,300,0.577,2195
12,301,-0.352,2630
12,302,-0.399,2611
12,303,-0.740,2824
12,304,0.223,2034
12,305,-0.402,2682
12,306,-0.065,1963
12,307,-0.107,2499
12,308,0.782,2323
12,309,-0.155,2037
12,310,-0.212,2067
12,311,0.339,2096
12,312,0.057,2221
12,313,0.182,2269
12,314,0.280,2054
12,315,-0.042,2223
12,316,0.490,2635
12,317,-0.588,2758
12,318,0.567,2244
12,319,0.460,2663
12,320,-0.525,2519
12,321,0.159,2068
12,322,0.444,2329
12,323,0.404,2627
12,324,0.046,2375
12,325,0.485,2157
12,326,-0.057,2152
12,327,0.896,2797
12,328,-0.370,2569
12,329,0.466,2510
12,330,0.135,2378
12,331,0.592,2641
12,332,-0.164,2297
12,333,-0.012,1877
12,334,-0.188,2014
12,335,0.305,2329
12,336,-0.314,2252
12,337,-0.124,2014
12,338,-0.380,2456
12,339,-0.144,2482
12,340,-0.374,2251
12,341,0.507,2460
12,342,0.277,2235
12,343,-0.343,2575
12,344,0.534,2516
12,345,0.204,2167
12,346,-0.145,2481
12,347,0.376,2082
12,348,-0.096,2175
12,349,0.221,2005
12,350,0.237,2311
12,351,-0.003,2397
12,352,0.067,1940
12,353,-0.338,2198
12,354,-0.179,2534
12,355,1.116,2686
12,356,-0.405,2493
12,357,0.678,2741
12,358,-0.136,2250
12,359,-0.475,2183
12,360,-0.134,2155
12,361,-0.142,2283
12,362,0.098,2344
12,363,0.089,2489
12,364,0.353,2397
12,365,-0.458,2722
12,366,-0.366,2540
12,367,-0.142,2212
12,368,0.235,2242
12,369,0.287,2524
12,370,0.165,2260
12,371,-0.511,2264
12,372,0.336,2379
12,373,-0.496,2386
12,374,-0.404,2122
12,375,0.097,1963
12,376,-0.297,2604
12,377,0.672,2620
12,378,0.667,2453
12,379,0.099,1972
12,380,-0.344,2635
12,381,-0.575,2459
12,382,0.474,2154
12,383,0.128,2033
12,384,0.447,2443
12,385,0.277,2239
12,386,0.193,2598
12,387,0.435,2671
12,388,0.375,2100
12,389,-0.167,2557
12,390,0.429,2249
12,391,1.231,3117
12,392,0.132,2229
12,393,0.013,2320
12,394,0.290,2153
12,395,0.397,2701
12,396,0.409,2424
12,397,-0.143,2150
12,398,0.045,2350
12,399,0.057,2032
12,400,-0.331,2119
12,401,-0.518,2363
12,402,0.125,2185
12,403,-0.199,2062
12,404,0.619,2759
12,405,-0.090,2121
12,406,-0.007,1978
12,407,-1.017,2744
12,408,-0.570,2264
12,409,0.336,2267
12,410,-0.650,2630
12,411,0.327,2405
12,412,0.402,2665
12,413,-0.645,2446
12,414,0.159,2485
12,415,0.629,2272
12,416,-0.389,2387
12,417,0.143,2385
12,418,-0.309,2152
12,419,0.156,2200
12,420,0.174,2236
12,421,-0.748,2412
12,422,-0.631,2795
12,423,0.834,2410
12,424,0.413,2171
12,425,0.070,2527
12,426,0.399,2123
12,427,-0.238,2552
12,428,0.337,2129
12,429,0.244,2052
12,430,0.027,2210
12,431,-0.324,2536
12,432,0.035,1980
12,433,0.282,2336
12,434,0.486,2349
12,435,-0.079,2439
12,436,-0.642,2663
12,437,0.340,2128
12,438,-0.516,2693
12,439,-0.634,2281
12,440,-0.250,2137
12,441,-0.289,2371
12,442,-0.010,2027
12,443,0.192,2168
12,444,0.026,2230
12,445,0.499,2195
12,446,-0.483,2326
12,447,-0.538,2769
12,448,0.345,2131
12,449,-0.098,1947
12,450,0.363,2667
12,451,0.309,2488
12,452,-0.738,2608
12,453,-0.223,2132
12,454,0.210,2103
12,455,0.234,2199
12,456,-0.525,2185
12,457,-0.600,2642
12,458,-0.067,1920
12,459,0.147,2213
12,460,-0.376,2545
12,461,0.072,2357
12,462,-0.680,2784
12,463,-0.835,2369
12,464,0.078,2039
12,465,-0.825,2605
12,466,-0.558,2622
12,467,-0.156,2350
12,468,0.697,2369
12,469,-0.108,2371
12,470,0.454,2446
12,471,-0.393,2206
12,472,-1.016,2858
12,473,0.566,2628
12,474,-0.160,2576
12,475,0.151,2574
12,476,-0.348,2355
12,477,-0.719,2766
12,478,-0.361,2397
12,479,0.527,2575
12,480,0.117,1942
12,481,0.184,2273
12,482,0.272,2164
12,483,0.624,2308
12,484,0.706,2677
12,485,-0.349,2408
12,486,-0.180,2552
12,487,0.047,2401
12,488,0.244,2630
12,489,0.222,2374
12,490,-0.686,2813
12,491,0.475,2363
12,492,0.344,2319
12,493,-0.950,2824
12,494,-0.229,2199
12,495,0.517,2660
12,496,-0.392,2514
12,497,0.208,2034
12,498,-0.225,2422
12,499,-0.261,2306
12,500,-0.185,2486
12,501,-0.362,2437
12,502,-0.189,2312
12,503,0.032,2231
12,504,0.562,2414
12,505,1.004,2873
12,506,-0.381,2461
12,507,0.442,2620
12,508,0.523,2752
12,509,0.084,2100
12,510,0.024,2218
12,511,0.698,2671
12,512,0.310,2481
12,513,0.445,2703
12,514,0.033,2462
12,515,0.295,2091
12,516,-0.358,2122
12,517,0.431,2685
12,518,0.159,2261
12,519,-0.101,2196
12,520,0.086,2203
12,521,0.469,2197
12,522,0.020,1986
12,523,0.847,2927
12,524,-0.426,2438
12,525,0.146,2086
12,526,0.083,2215
12,527,0.217,2224
12,528,0.049,2021
12,529,-0.130,2146
12,530,-0.731,2831
12,531,-0.897,2444
12,532,-0.042,1957
12,533,0.510,2574
12,534,0.005,2076
12,535,0.070,1992
12,536,0.384,2288
12,537,0.440,2306
12,538,0.001,1927
12,539,0.207,2140
12,540,-0.112,2075
12,541,0.353,2216
12,542,0.700,2594
12,543,-0.587,2277
12,544,0.319,2485
12,545,0.592,2277
12,546,-0.403,2481
12,547,0.826,2632
12,548,-0.214,2231
12,549,0.036,2132
12,550,0.282,2306
12,551,-0.046,2491
12,552,-0.297,2237
12,553,0.567,2475
12,554,0.615,2684
12,555,0.107,2439
12,556,0.995,2474
12,557,0.287,2539
12,558,0.231,2025
12,559,0.772,2312
12,560,-0.712,2690
12,561,0.123,2321
12,562,0.478,2524
12,563,0.169,2270
12,564,0.933,2773
12,565,-0.098,2306
12,566,0.068,2296
12,567,0.431,2478
12,568,-0.010,2421
12,569,-0.030,2213
12,570,1.049,3045
12,571,-0.273,2153
12,572,0.573,2450
12,573,0.041,2443
12,574,-0.041,2384
12,575,-0.374,2481
12,576,-0.265,2180
12,577,0.558,2610
12,578,0.562,2492
12,579,-0.333,2241
12,580,-0.232,2086
12,581,-0.142,2258
12,582,-0.219,2039
12,583,0.690,2410
12,584,0.157,2234
12,585,0.329,2338
12,586,1.032,3002
12,587,0.043,2375
12,588,0.333,2058
12,589,0.192,2247
12,590,0.470,2672
12,591,0.142,2554
12,592,-0.469,2614
12,593,-0.359,2121
12,594,0.386,2395
12,595,-0.095,2117
12,596,-0.185,2106
12,597,-0.030,1904
12,598,-0.384,2566
12,599,-0.031,2349
12,600,-0.268,2253
12,601,-0.006,1984
12,602,-0.679,2783
12,603,-0.170,2426
12,604,-0.287,2282
12,605,-0.059,2124
12,606,-0.071,2522
12,607,-0.724,2818
12,608,0.468,2308
12,609,-0.367,2219
12,610,0.536,2759
12,611,-0.665,2623
12,612,-0.017,2002
12,613,0.139,2485
12,614,-0.404,2616
12,615,-0.044,2505
12,616,-0.696,2497
12,617,-0.534,2652
12,618,0.427,2161
12,619,-0.166,2263
12,620,-0.557,2679
12,621,-0.340,2315
12,622,0.304,2226
12,623,-0.787,2430
12,624,0.419,2222
12,625,-0.205,2209
12,626,0.384,2315
12,627,0.165,2544
12,628,0.089,2109
12,629,0.105,2054
12,630,0.375,2627
12,631,0.374,2202
12,632,0.296,2300
12,633,0.142,1963
12,634,0.369,2272
12,635,-0.133,2344
12,636,0.900,2484
12,637,0.083,2420
12,638,-0.039,2398
12,639,-0.148,2250
12,640,-0.210,2472
12,641,-0.313,2185
12,642,0.499,2298
12,643,-0.347,2508
12,644,-0.857,2403
12,645,0.601,2462
12,646,-0.426,2674
12,647,0.246,2211
12,648,0.447,2734
12,649,0.793,2487
12,650,0.162,2191
12,651,-0.468,2177
12,652,-0.034,1951
12,653,-0.660,2243
12,654,-0.021,2048
12,655,0.223,2506
12,656,-0.188,2462
12,657,0.030,2080
12,658,-0.165,2160
12,659,0.268,2206
12,660,0.315,2387
12,661,-0.286,2230
12,662,0.208,2346
12,663,-0.125,2498
12,664,-0.227,2304
12,665,-0.237,2107
12,666,-0.200,2605
12,667,-0.226,2434
12,668,-0.916,2526
12,669,-0.189,2371
12,670,0.107,2123
12,671,-0.306,2259
12,672,0.435,2720
12,673,-0.071,2066
12,674,0.291,2097
12,675,-0.003,2426
12,676,0.154,2311
12,677,0.244,2160
12,678,0.039,2000
12,679,-0.590,2614
12,680,-0.769,2628
12,681,0.278,2554
12,682,-0.515,2541
12,683,-0.147,2234
12,684,-0.493,2546
12,685,0.124,2515
12,686,-0.297,2121
12,687,-0.212,2300
12,688,0.151,2041
12,689,-0.466,2705
12,690,0.588,2396
12,691,0.067,2111
12,692,0.284,2402
12,693,-0.062,2439
12,694,0.313,2283
12,695,-0.208,2357
12,696,-0.536,2780
12,697,-0.424,2351
12,698,-0.791,2784
12,699,-0.310,2352
12,700,-0.358,2439
12,701,0.192,2203
12,702,-0.769,2331
12,703,0.380,2438
12,704,-1.067,3004
12,705,0.328,2216
12,706,-0.395,2434
12,707,0.131,2388
12,708,0.131,2443
12,709,0.569,2595
12,710,-0.055,2279
12,711,-0.063,2419
12,712,-0.418,2498
12,713,-0.338,2594
12,714,-0.101,2296
12,715,-0.219,2511
12,716,0.003,2081
12,717,0.475,2424
12,718,0.293,2212
12,719,0.120,2009
12,720,-0.290,2514
12,721,-0.006,2448
12,722,0.432,2646
12,723,0.123,2517
12,724,-0.018,2112
12,725,-0.607,2762
12,726,0.368,2566
12,727,0.283,2381
12,728,-0.177,2069
12,729,0.601,2759
12,730,0.342,2529
12,731,0.521,2346
12,732,0.132,2280
12,733,0.202,2083
12,734,0.541,2631
12,735,-0.318,2653
12,736,-0.520,2174
12,737,0.237,2359
12,738,0.872,2517
12,739,-0.234,2613
12,740,-0.164,2556
12,741,0.110,2471
12,742,0.106,2010
12,743,-0.166,2119
12,744,0.092,2030
12,745,0.049,2368
12,746,0.213,2532
12,747,-0.439,2326
12,748,0.496,2490
12,749,0.652,2548
12,750,-0.894,2459
12,751,0.495,2555
12,752,0.098,2363
12,753,-0.205,2077
12,754,-0.134,1948
12,755,0.302,2257
12,756,-0.514,2274
12,757,0.173,2474
12,758,0.274,2226
12,759,-0.945,2540
12,760,-0.567,2232
12,761,0.479,2555
12,762,0.230,2119
12,763,0.187,2128
12,764,-0.482,2452
12,765,0.595,2827
12,766,0.170,2472
12,767,0.571,2434
12,768,0.223,2424
12,769,0.123,2215
12,770,0.446,2281
12,771,-0.434,2356
12,772,0.132,2034
12,773,-0.022,1907
12,774,-0.180,2258
12,775,0.418,2122
12,776,0.343,2067
12,777,-0.249,2508
12,778,-0.035,2388
12,779,-0.347,2269
12,780,0.366,2426
12,781,-0.475,2524
12,782,0.568,2635
12,783,-0.030,2480
12,784,0.223,2585
12,785,-0.157,2145
12,786,1.321,3066
12,787,0.748,2716
12,788,-0.161,1998
12,789,0.154,2368
12,790,0.341,2598
12,791,0.491,2303
12,792,0.491,2230
12,793,0.545,2317
12,794,-0.002,1899
12,795,0.214,2571
12,796,0.353,2304
12,797,0.230,2094
12,798,0.203,2269
12,799,-0.130,2497
12,800,-0.059,2334
12,801,-0.385,2697
12,802,0.734,2653
12,803,0.466,2255
12,804,0.349,2240
12,805,0.662,2824
12,806,0.216,2113
12,807,-0.026,2073
12,808,0.107,2345
12,809,0.010,2313
12,810,0.697,2351
12,811,0.159,2400
12,812,0.423,2352
12,813,0.149,2119
12,814,0.046,2233
12,815,-0.382,2418
12,816,-0.274,2236
12,817,0.390,2575
12,818,-0.125,2187
12,819,0.363,2674
12,820,0.506,2291
12,821,-0.056,2103
12,822,0.379,2105
12,823,-0.292,2296
12,824,0.281,2118
12,825,-0.085,2018
12,826,-0.227,2432
12,827,0.031,2124
12,828,0.123,2194
12,829,-0.392,2622
12,830,-0.161,2431
12,831,-0.256,2515
12,832,0.505,2184
12,833,-0.216,2316
12,834,-0.093,2105
12,835,0.128,2056
12,836,0.165,2248
12,837,0.250,2366
12,838,0.938,2689
12,839,-0.308,2199
12,840,-0.632,2315
12,841,0.051,2077
12,842,0.250,2051
12,843,0.068,2495
12,844,-0.210,2611
12,845,-0.008,1937
12,846,0.310,2471
12,847,0.151,2548
12,848,0.745,2636
12,849,0.589,2211
12,850,-0.554,2800
12,851,-0.111,2349
12,852,-0.640,2617
12,853,-0.167,2286
12,854,-0.058,2397
12,855,0.097,1957
12,856,-0.614,2235
12,857,0.121,2476
12,858,0.153,1963
12,859,0.421,2199
12,860,1.229,3001
12,861,-0.007,2170
12,862,0.002,1878
12,863,-0.470,2680
12,864,0.604,2645
12,865,-0.330,2471
12,866,1.041,2923
12,867,-0.594,2818
12,868,0.333,2246
12,869,0.619,2725
12,870,-0.652,2849
12,871,-0.255,2437
12,872,-0.331,2558
12,873,0.411,2445
12,874,-0.474,2366
12,875,-0.504,2200
12,876,-0.442,2560
12,877,0.157,2148
12,878,0.512,2201
12,879,0.286,2068
12,880,-0.157,1983
12,881,-0.008,2338
12,882,0.426,2435
12,883,0.102,2032
12,884,-0.594,2547
12,885,0.537,2524
12,886,-0.079,2200
12,887,-0.092,2353
12,888,-0.225,2099
12,889,0.074,1952
12,890,-0.214,2607
12,891,0.342,2122
12,892,-0.463,2713
12,893,-0.518,2750
12,894,0.168,1976
12,895,-0.441,2143
12,896,-0.384,2399
12,897,0.547,2527
12,898,-0.231,2062
12,899,0.860,2629
12,900,0.063,2276
12,901,-0.419,2468
12,902,-0.201,2366
12,903,-0.356,2478
12,904,0.087,1984
12,905,0.046,2179
12,906,-0.503,2768
12,907,0.124,2159
12,908,0.345,2223
12,909,0.328,2627
12,910,-0.210,2225
12,911,0.043,2126
12,912,-0.092,2034
12,913,-0.442,2307
12,914,0.383,2491
12,915,-0.661,2726
12,916,-0.313,2386
12,917,0.158,2231
12,918,-0.267,2224
12,919,0.464,2341
12,920,0.275,2611
12,921,0.106,2327
12,922,0.230,2198
12,923,0.102,2190
12,924,-0.017,2216
12,925,0.141,2470
12,926,-0.286,2087
12,927,-0.031,2013
12,928,-0.144,2551
12,929,0.228,2305
12,930,-0.462,2213
12,931,-0.497,2532
12,932,0.044,2205
12,933,0.289,2237
12,934,0.182,2584
12,935,-0.594,2270
12,936,0.152,2113
12,937,0.514,2389
12,938,-0.386,2229
12,939,-0.537,2632
12,940,0.181,2497
12,941,0.012,2211
12,942,-0.537,2567
12,943,-0.152,2492
12,944,0.323,2315
12,945,0.086,2438
12,946,0.347,2265
12,947,-0.254,2248
12,948,-0.051,2215
12,949,0.332,2624
12,950,0.386,2113
12,951,0.304,2302
12,952,0.381,2502
12,953,-0.198,2303
12,954,0.099,2346
12,955,0.371,2287
12,956,0.354,2156
12,957,0.172,2249
12,958,0.531,2699
12,959,0.029,2441
12,960,-0.038,2028
12,961,-0.078,2436
12,962,0.123,2394
12,963,0.277,2636
12,964,0.693,2394
12,965,-0.575,2505
12,966,-0.663,2610
12,967,0.677,2358
12,968,-0.181,2428
12,969,0.119,2368
12,970,-0.023,2219
12,971,0.007,2469
12,972,-0.129,2536
12,973,-0.132,2168
12,974,0.943,2502
12,975,-0.680,2411
12,976,0.565,2608
12,977,0.179,2011
12,978,0.363,2323
12,979,0.375,2564
12,980,0.588,2686
12,981,0.155,2532
12,982,-0.255,2115
12,983,-0.003,2426
12,984,-0.884,2820
12,985,-1.118,3110
12,986,0.083,2160
12,987,0.300,2513
12,988,0.470,2434
12,989,-0.400,2095
12,990,-0.066,2285
12,991,-0.160,2029
12,992,0.185,2207
12,993,-0.203,2309
12,994,0.418,2713
12,995,0.175,2100
12,996,0.297,2463
12,997,0.104,2087
12,998,0.082,2271
12,999,-0.143,2316
12,1000,1.052,2602
12,1001,-0.383,2163
12,1002,0.274,2237
12,1003,0.661,2289
12,1004,0.992,2755
12,1005,-0.091,2432
12,1006,0.958,2408
12,1007,0.014,1932
12,1008,0.170,2272
12,1009,0.142,2159
12,1010,0.484,2682
12,1011,0.884,2867
12,1012,0.580,2625
12,1013,-0.145,2422
12,1014,-0.078,2286
12,1015,-0.023,2425
12,1016,-0.188,2516
12,1017,-0.158,2203
12,1018,0.303,2537
12,1019,-0.208,2119
12,1020,-0.361,2078
12,1021,0.186,2114
12,1022,-0.634,2631
12,1023,0.202,2178
12,1024,-0.379,2420
12,1025,0.076,1983
12,1026,0.001,1987
12,1027,0.130,2184
12,1028,-0.562,2326
12,1029,0.162,2398
12,1030,-0.121,2367
12,1031,-0.645,2591
12,1032,-0.649,2314
12,1033,0.402,2475
12,1034,-0.395,2177
12,1035,-0.436,2393
12,1036,0.234,2596
12,1037,0.508,2190
12,1038,0.372,2652
12,1039,0.026,1937
12,1040,-0.179,2357
12,1041,0.250,2374
12,1042,0.061,2162
12,1043,-0.380,2113
