reno	rvno	review	score
1304	3665	건조한거 빼곤 매우만족	3
1305	4775	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1306	1199	방이랑 수영장 모두 좋았어요!!	5
1307	2853	다 좋은데 객실에 친환경으로 슬리퍼 칫솔치약을 안주는데 슬리퍼만 줬으면 더 좋았을거같아요	4
1308	758	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1309	1652	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1310	3999	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
1311	172	가족들고 즐거운 시간 ^^	5
1312	2148	글쎄요, 좋은 거 같은데 이 정도면..	3
1313	3661	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
1314	3579	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
1315	3530	가족들고 즐거운 시간 ^^	5
1316	3230	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
1317	3081	체크인 도와주시는분이 불친절했고 체크아웃하고 출차하면서 6만원 계산하라고 해서 확인해보니 차량번호도 일부러 잘못등록하신건가 싶었네요	1
1318	3536	직원분들도 엄청 친절하세요	5
1319	2008	뭐라 할 건 없는데 조금 그렇네요	4
1320	4884	깨끗해요	3
1321	4809	담에는 다른곳 이용하려구요	1
1322	2537	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
1323	1745	서울타워 야경맛집	5
1324	2892	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
1325	83	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
1326	2611	담에는 다른곳 이용하려구요	1
1327	1970	다만 방음이 좀 안되는게 아쉬웠어요	4
1328	1995	잘 쉬다 갑니다.	5
1329	792	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
1330	2314	최고가 된다면 바로 이 호실! 일걸요?	4
1331	3218	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
1332	4021	조금 낙후된부분들 레노하면 좋을거같아요	2
1333	4479	조식도 먹었는데 17층이라 그런지 강남 뷰 보면서 아주 잘 먹었어요. 담에 또 올거에요~~	5
1334	2498	최고입니다.123	5
1335	443	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
1336	780	가족들고 즐거운 시간 ^^	5
1337	1771	서울타워 야경맛집	5
1338	1401	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
1339	3944	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
1340	1648	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
1341	3103	룸이 사진보다 작아서 다소 불편했어요.. 옷장이 없는것도 불편했답니다. 나머진 괜챤아요~ 생각보다 조식이 종류는 많치안았는데 먹을만합니다^^	1
1342	3867	룸이 사진보다 작아서 다소 불편했어요.. 옷장이 없는것도 불편했답니다. 나머진 괜챤아요~ 생각보다 조식이 종류는 많치안았는데 먹을만합니다^^	1
1343	2078	깨끗해요	3
1344	4570	화장실에서 냄새가 납니다	2
1345	29	다시는 안갑니다.	1
1346	616	너무 좋았어요! 다음에도 또 오고싶네요	5
1347	3276	바로앞에 강문해변있어서 산책하기좋아요.	5
1348	4674	건조한거 빼곤 매우만족	3
1349	4801	조금 낙후된부분들 레노하면 좋을거같아요	2
1350	2163	건조한거 빼곤 매우만족	3
1351	1538	예약방식이 너무 어렵습니다.	1
1352	3811	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
1353	4976	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
1354	323	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
1355	385	룸서비스(음식류) 안되는 것 제외하고는 강릉에서 손꼽는 편의성을 갖춘 호텔(가성비듀 쥬아여)	4
1356	509	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
1357	4103	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
1358	4719	최고네요!!	5
1359	19	조식도 먹었는데 17층이라 그런지 강남 뷰 보면서 아주 잘 먹었어요. 담에 또 올거에요~~	5
1360	2257	시설도 깨끗하고 위치도 좋아요.	5
1361	4695	건조한거 빼곤 매우만족	3
1362	1302	바로앞에 강문해변있어서 산책하기좋아요.	5
1363	3395	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
1364	182	깨끗해요	3
1365	1258	오션뷰 진짜 너무 좋아요!!	5
1366	54	방이랑 수영장 모두 좋았어요!!	5
1367	3411	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
1368	2982	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
1369	4213	재방문의사있습니다.	5
1370	4299	최고다 이건	5
1371	3323	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
1372	3615	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
1373	1441	사진이랑 다르게 생각보다 좋았어요~	4
1374	4923	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
1375	2945	체크인 도와주시는분이 불친절했고 체크아웃하고 출차하면서 6만원 계산하라고 해서 확인해보니 차량번호도 일부러 잘못등록하신건가 싶었네요	1
1376	2024	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
1377	297	잘 쉬다 가용	5
1378	3570	프론트 직원이 너무 친절하지 않아요.	2
1379	1669	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
1380	3133	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
1381	3860	다시는 안갑니다.	1
1382	1646	서울타워 야경맛집	5
1383	3546	시설도 깨끗하고 위치도 좋아요.	5
1384	4688	담에는 다른곳 이용하려구요	1
1385	2460	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1386	1754	최고입니다.123	5
1387	2131	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
1388	4514	바로앞에 강문해변있어서 산책하기좋아요.	5
1389	1277	조금 낙후된부분들 레노하면 좋을거같아요	2
1390	112	너무 좋았어요! 다음에도 또 오고싶네요	5
1391	2252	직원들이 친절하지가 않네요.	3
1392	2152	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
1393	1617	화장실에서 냄새가 납니다	2
1394	906	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
1395	3396	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
1396	1938	적당합니다.	3
1397	4789	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
1398	2931	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1399	675	시설도 깨끗하고 위치도 좋아요.	5
1400	4516	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
1401	3364	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
1402	1467	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
1403	4203	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
1404	4771	좋은 추억 가지고 갑니다.	4
1405	3993	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
1406	4532	룸서비스(음식류) 안되는 것 제외하고는 강릉에서 손꼽는 편의성을 갖춘 호텔(가성비듀 쥬아여)	4
1407	1267	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
1408	680	깨끗하고 침구도 편안해서 잘 쉬다 왔어요 !	5
1409	1485	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
1410	2548	예약방식이 너무 어렵습니다.	1
1411	4736	사진이랑 다르게 생각보다 좋았어요~	4
1412	4483	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1413	3811	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
1414	1443	최고다 이건	5
1415	1326	시설도 깨끗하고 위치도 좋아요.	5
1416	956	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
1417	2352	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
1418	3401	훌륭한 숙소입니다.	5
1419	4744	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
1420	3430	건물 복잡해요	1
1421	3294	건물 복잡해요	1
1422	4421	조금 낙후된부분들 레노하면 좋을거같아요	2
1423	4727	친절하고 상냥한 프런트 직원과, 맛있는 조식에 감사합니다.	4
1424	1376	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
1425	3550	방이 깔끔해서 마음에 듭니다	5
1426	3364	시설도 깨끗하고 위치도 좋아요.	5
1427	1503	프론트 직원이 너무 친절하지 않아요.	2
1428	661	글쎄요, 좋은 거 같은데 이 정도면..	3
1429	2433	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
1430	1398	잘 쉬다 갑니다.	5
1431	1601	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
1432	681	잘 쉬다 갑니다.	5
1433	3853	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
1434	2584	잘 쉬다갑니당!	5
1435	2218	그냥 호텔만 보면 깨끗하고 넓고 바다 가깝고 좋아요	3
1436	4266	담에는 다른곳 이용하려구요	1
1437	1085	저렴하게 잘 놀다 왔습니다.제방문 의자 있습니다	5
1438	1847	체크인 도와주시는분이 불친절했고 체크아웃하고 출차하면서 6만원 계산하라고 해서 확인해보니 차량번호도 일부러 잘못등록하신건가 싶었네요	1
1439	3562	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1440	3111	훌륭한 숙소입니다.	5
1441	4386	체크인 키오스크로 하니까 금방입니다.	5
1442	1704	훌륭한 숙소입니다.	5
1443	4445	전화를 잘 받아주세요.	2
1444	4639	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
1445	708	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1446	4764	위치, 장소, 서비스, 룸 컨디션 모두 좋아요. 다만 화장실이 방음이 전혀안되서 예민하신분들은 신경쓰이실듯 합니다.	5
1447	3944	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1448	3318	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
1449	1874	오션뷰 진짜 너무 좋아요!!	5
1450	1623	깨끗해요	3
1451	4675	체크인 도와주시는분이 불친절했고 체크아웃하고 출차하면서 6만원 계산하라고 해서 확인해보니 차량번호도 일부러 잘못등록하신건가 싶었네요	1
1452	1165	좋습니다. 가성비가 조금 떨어지는 느낌이긴 합니다.	4
1453	4191	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
1454	1409	예약방식이 너무 어렵습니다.	1
1455	881	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1456	1998	그냥 평범했어요	3
1457	4931	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
1458	1755	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1459	1439	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1460	1249	최고가 된다면 바로 이 호실! 일걸요?	4
1461	732	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
1462	3516	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
1463	4844	글쎄요, 좋은 거 같은데 이 정도면..	3
1464	1970	다 좋은데 객실에 친환경으로 슬리퍼 칫솔치약을 안주는데 슬리퍼만 줬으면 더 좋았을거같아요	4
1465	153	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1466	3831	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
1467	4973	아주 좋습니다.	5
1468	3846	재방문의사있습니다.	5
1469	1139	깨끗해요	3
1470	781	잘 쉬다 갑니다.	5
1471	1764	최고입니다.123	5
1472	4662	좋은데, 조금 마음에 안 드네요	4
1473	2513	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
1474	1547	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
1475	2488	좋은데, 조금 마음에 안 드네요	4
1476	2687	친절합니다. 	4
1477	132	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1478	1076	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1479	3178	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1480	2174	훌륭한 숙소입니다.	5
1481	1274	전화를 잘 받아주세요.	2
1482	4703	적당합니다.	3
1483	3644	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1484	1989	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
1485	2079	룸이 작고 샤워실이 투명이라 좀 불편하긴 합니다. 룸 사이즈는 캐리어 두 개도 펼치기 힘들 정도예요. 침대는 너무 좋아서 혼자 묵긴 좋은 곳이라고 느꼈어요. 넷플릭스 기기는 오후 늦게 들어가니 전부 대여 완료.. 그냥 룸마다 설치해 두고 요금을 더 받으시는 게. 아무튼 미리미리 대여해 두세요.	3
1486	271	사진이랑 다르게 생각보다 좋았어요~	4
1487	1528	직원분들도 엄청 친절하세요	5
1488	2221	예약방식이 너무 어렵습니다.	1
1489	4875	좋은데, 조금 마음에 안 드네요	4
1490	2465	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
1491	2118	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1492	877	깨끗하고 침구도 편안해서 잘 쉬다 왔어요 !	5
1493	94	오션뷰가 아닌 논뷰도 푸릇하고 좋더라구여	5
1494	3625	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
1495	3371	다시는 안갑니다.	1
1496	874	편하게 잘 다녀 왔습니다^^	5
1497	2399	그냥 평범했어요	3
1498	2187	글쎄요, 좋은 거 같은데 이 정도면..	3
1499	1771	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1500	4198	바로앞에 강문해변있어서 산책하기좋아요.	5
1501	4023	재방문의사있습니다.	5
1502	255	재방문의사있습니다.	5
1503	2139	룸이 사진보다 작아서 다소 불편했어요.. 옷장이 없는것도 불편했답니다. 나머진 괜챤아요~ 생각보다 조식이 종류는 많치안았는데 먹을만합니다^^	1
1504	3974	방이 깔끔해서 마음에 듭니다	5
1505	2793	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
1506	4013	직원들이 친절하지가 않네요.	3
1507	3829	다 좋은데 객실에 친환경으로 슬리퍼 칫솔치약을 안주는데 슬리퍼만 줬으면 더 좋았을거같아요	4
1508	538	룸서비스(음식류) 안되는 것 제외하고는 강릉에서 손꼽는 편의성을 갖춘 호텔(가성비듀 쥬아여)	4
1509	96	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
1510	991	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
1511	1593	실내 온도조절이 안되고, 따뜻한 물이 시간대별로 나와서 불편합니다.	1
1512	4724	서울타워 야경맛집	5
1513	2821	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
1514	282	최고가 된다면 바로 이 호실! 일걸요?	4
1515	4446	프론트 직원이 너무 친절하지 않아요.	2
1516	1401	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
1517	3114	바로앞에 강문해변있어서 산책하기좋아요.	5
1518	2265	다 좋은데 객실에 친환경으로 슬리퍼 칫솔치약을 안주는데 슬리퍼만 줬으면 더 좋았을거같아요	4
1519	2648	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
1520	4596	출장중에 가성비 좋게 이용했습니다. 주차 편리하였고 위치가 좋았습니다.	4
1521	4533	직원들이 친절하지가 않네요.	3
1522	3393	"최고!최고!입니다!
잘쉬고가요~~~~"	5
1523	1940	침대가 아주 편안하구 아늑한걸 추구하시면 좋은 호텔이에요	5
1524	4122	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
1525	54	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1526	127	강아지도 많이 데려오시더라구요. 세면도구는 챙겨가셔야 합니당	5
1527	1140	너무 예쁜 바다도 실컷보고 깨끗한 방에서 편안하게 잘 쉬었습니다 라운지 조식도 맛있었어요	5
1528	3156	다시는 안갑니다.	1
1529	1093	방이 깔끔해서 마음에 듭니다	5
1530	2467	오션뷰가 아니라 아쉬웠지만 바다 앞이라 놀기 좋았습니다~~!	3
1531	2332	방이랑 수영장 모두 좋았어요!!	5
1532	3679	깨끗해요	3
1533	2723	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1534	2995	시설도 깨끗하고 위치도 좋아요.	5
1535	4371	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1536	2226	동선이 좋아서 자주 이용하는 곳이예요. 환경을 생각 하는 호텔이라 더 마음에 듭니다.	6
1537	2962	방이랑 수영장 모두 좋았어요!!	5
1538	4467	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1539	4820	최고네요!!	5
1540	1355	룸이 사진보다 작아서 다소 불편했어요.. 옷장이 없는것도 불편했답니다. 나머진 괜챤아요~ 생각보다 조식이 종류는 많치안았는데 먹을만합니다^^	1
1541	4851	건조한거 빼곤 매우만족	3
1542	4980	단 너무 깔끔하고 오션뷰 좋아요! 애견 동반 호텔이라 친화적인 느낌?ㅎ 잘 쉬다 왔습니다. 대만족 했어요.	5
1543	2902	아주 좋습니다.	5
1544	3630	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1545	2890	조금 낙후된부분들 레노하면 좋을거같아요	2
1546	4237	프론트 직원이 너무 친절하지 않아요.	2
1547	3433	요즘 따라 점점 별로가 되는 기분인데요. 발전해주시기 바랍니다.	2
1548	3115	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
1549	1585	직원분들도 엄청 친절하세요	5
1550	668	직원들이 친절하지가 않네요.	2
1551	220	그냥 평범했어요	3
1552	222	잘 쉬다 가용	5
1553	2714	바다 좋아하는 사람은 파셜오션? 노노(룸이 바다쪽에 다가가지않는 이상 씨마크쪽이 더 많이보임..) 오션!!	3
1554	1831	화장실에서 냄새가 납니다	2
1555	4251	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
1556	4447	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
1557	1690	서울타워 야경맛집	5
1558	4597	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1559	3987	"최고!최고!입니다!
잘쉬고가요~~~~"	5
1560	636	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1561	4732	예약방식이 너무 어렵습니다.	1
1562	4976	서울타워 야경맛집	5
1563	628	직원들이 친절하지가 않네요.	3
1564	3548	예약방식이 너무 어렵습니다.	1
1565	4845	좋은 추억 가지고 갑니다.	4
1566	1544	최고입니다.123	5
1567	50	침대가 진짜 편해요. 침구랑 방도 엄청 깨끗했어요. 맨날 여기서 잠만 자고싶네용!	4
1568	118	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
1569	177	최고가 된다면 바로 이 호실! 일걸요?	4
1570	4033	글쎄요, 좋은 거 같은데 이 정도면..	3
1571	1599	적당적당한 줄 알았더니, 더 좋네요. 생각보다	5
1572	3744	건조한거 빼곤 매우만족	3
1573	677	방이랑 수영장 모두 좋았어요!!	5
1574	4007	전화를 잘 받아주세요.	2
1575	2194	그냥 평범했어요	3
1576	3941	좋은 추억 가지고 갑니다.	4
1577	4956	조식도 먹었는데 17층이라 그런지 강남 뷰 보면서 아주 잘 먹었어요. 담에 또 올거에요~~	5
1578	694	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
1579	964	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
1580	45	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1581	809	호텔 내 주차장 공간이 좀 아쉬웠지만 만족했습니다.^^	3
1582	464	재방문의사있습니다.	5
1583	366	급히 잡은 숙소였는데 침대도 넓고 좋았어요 ㅎㅎ 에어컨 소음이 좀 있는데 잠깐 틀어놔듀 시원해서 잘땐 끄고 잤어용	4
1584	3678	프론트 직원이 너무 친절하지 않아요.	2
1585	2931	담에는 다른곳 이용하려구요	1
1586	207	직원분이 푹신하고 침대가 친절해요	5
1587	1027	친절합니다. 	4
1588	4027	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
1589	2837	호텔 아니여도 근처에 먹을 만한 곳이 많아사 근처에서 밥먹고 산책가고 호텔 시성 즐기고 너무 좋아용	5
1590	3364	다만 방음이 좀 안되는게 아쉬웠어요	4
1591	610	역 바로앞에 있어 교통 편리성도 좋고,숙소도 좁은건 맞지만 숙소가 깔끔하며 조식도 맛있어요!!ㅎㅎ 추천합니다^-^	5
1592	2866	사진이랑 다르게 생각보다 좋았어요~	4
1593	2614	1층에 편의점,주류매장,치킨집있어서 포장해서 룸안에서 먹었어요! 편해요!!	5
1594	3115	청소상태가 매우 깔끔하고, 조식도 종류가 많지 않아도 맛있고, 직원분들은 매우 친절하세요.	5
1595	414	호텔자체는 깔끔했어요. 근데 가격대비 너무 깡통옵션이어서 다음에 또 오는건 고민이 들 듯. 리뷰에서 유명한 체크인 줄서기 경험도 겪고, 무엇보다 뷰가...수영장이 바로 앞이어서 커튼을 열수가 없었어요.	5
1596	2592	최고네요!!	5
1597	2019	침구가 깨끗하고 베게도 편하고 좋았습니다.	3
1598	1240	수영장 등 부대시설 있을건 다 있구 해변 접근성도 좋습니다.	5
1599	782	예약하는 곳이에요 이번에도 편히 쉬다왔어용 ~~	4
1600	2244	방이랑 수영장 모두 좋았어요!!	5
1601	3572	호텔 객실 자체는 깨끗하고 넓어서 좋았습니다	5
1602	2275	아주 좋습니다.	5
1603	1774	체크인 도와주시는분이 불친절했고 체크아웃하고 출차하면서 6만원 계산하라고 해서 확인해보니 차량번호도 일부러 잘못등록하신건가 싶었네요	1
1604	557	직원들이 친절하지가 않네요.	2
1605	2823	건조한거 빼곤 매우만족	3
1606	688	예약확인이 안되네요	1
1607	146	화장실에서 냄새가 납니다	2
1608	37	오션뷰 진짜 너무 좋아요!!	5
1609	2566	화장실에서 냄새가 납니다	2
1610	2199	방이 깔끔해서 마음에 듭니다	5
1611	2914	서비스, 질 모든 면에서 만족스럽지 않네요.	1
1612	891	깨끗하고 침구도 편안해서 잘 쉬다 왔어요 !	5
1613	2622	최고입니다.123	5
1614	563	편하게 잘 다녀 왔습니다^^	5
1615	4740	화장실에서 냄새가 납니다	2
1616	3118	체크아웃 엘베는 저층인분들은 윗층에서 다 타고 내려오니 포기하고 계단이용해야 하는데 캐리어나 유모차는ㅠ	1
1617	3173	체크인도 빠르고 직원분들 친절하셔서 좋았습니다	5
1618	4534	조식도 먹었는데 17층이라 그런지 강남 뷰 보면서 아주 잘 먹었어요. 담에 또 올거에요~~	5
1619	4090	재방문의사있습니다.	5
1620	82	다 좋은데 객실에 친환경으로 슬리퍼 칫솔치약을 안주는데 슬리퍼만 줬으면 더 좋았을거같아요	4
